OBJECTID,SiteID,DamageID1,ConfidenceID,SensorDate,SensorID,Settlement_Name,DamageCause,DatePeriod,CountyID,Shape_Length,Shape_Area,Lat,Long,DatePeriodStart,DatePeriodEnd,Start Dt,End Dt,Radius (m)
"2,660",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000819625,5.35E-08,36.23723567,37.13801006,4/24/14,6/4/15,175,581,16.09275007
"2,661",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000564734,2.54E-08,36.23557284,37.13307491,4/24/14,6/4/15,175,581,11.08802633
"2,662",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000664529,3.51E-08,36.23449692,37.12822512,4/24/14,6/4/15,175,581,13.04731595
"2,663",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000786767,4.93E-08,36.23339017,37.13054983,4/24/14,6/4/15,175,581,15.44722874
"2,664",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000673707,3.61E-08,36.23518475,37.12862051,4/24/14,6/4/15,175,581,13.22758127
"2,665",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000747406,4.45E-08,36.2332226,37.13983116,4/24/14,6/4/15,175,581,14.67439676
"2,666",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.001029404,8.43E-08,36.17788776,37.13691428,4/26/15,6/4/15,542,581,20.20389615
"2,667",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.000757534,4.57E-08,36.18017194,37.13257773,4/26/15,6/4/15,542,581,14.86816696
"2,668",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.000634339,3.20E-08,36.18243464,37.13229187,4/26/15,6/4/15,542,581,12.45039983
"2,669",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.000763764,4.64E-08,36.18300236,37.13135683,4/26/15,6/4/15,542,581,14.99072011
"2,670",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.000569038,2.58E-08,36.1836755,37.13163568,4/26/15,6/4/15,542,581,11.16880233
"2,671",Building (General / Default),Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.00057115,2.60E-08,36.18072717,37.13045898,1/25/15,4/26/15,451,542,11.21003664
"2,672",Building (General / Default),Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000786789,4.93E-08,36.18393426,37.13221664,4/24/14,1/25/15,175,451,15.44274625
"2,673",Building (General / Default),Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.000771552,4.74E-08,36.17937561,37.13302845,1/25/15,4/26/15,451,542,15.1432207
"2,674",Building (General / Default),Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.001329078,1.41E-07,36.18644301,37.14659454,1/25/15,4/26/15,451,542,26.08698154
"2,675",Building (General / Default),Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.001094257,9.53E-08,36.19048036,37.15020132,4/24/14,1/25/15,175,451,21.4785133
"2,676",Building (General / Default),Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000951598,7.21E-08,36.18881627,37.14738333,4/24/14,1/25/15,175,451,18.67808399
"2,677",Building (General / Default),Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000703098,3.93E-08,36.18686307,37.14645477,4/24/14,1/25/15,175,451,13.80033585
"2,678",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.001149415,1.05E-07,36.16348463,37.15474084,4/26/15,6/4/15,542,581,22.55721418
"2,679",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.001292471,1.33E-07,36.16107584,37.15282728,4/26/15,6/4/15,542,581,25.36425954
"2,680",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.000988048,7.77E-08,36.1591218,37.15311964,4/26/15,6/4/15,542,581,19.38982613
"2,681",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.001116028,9.91E-08,36.16021866,37.15511714,4/26/15,6/4/15,542,581,21.90153117
"2,682",Building (General / Default),Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000759231,4.59E-08,36.16293517,37.14819844,4/24/14,1/25/15,175,451,14.89982898
"2,683",Building (General / Default),Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000802333,5.12E-08,36.16379315,37.15487304,4/24/14,1/25/15,175,451,15.74578212
"2,684",Building (General / Default),Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000812797,5.26E-08,36.15975579,37.15379349,4/24/14,1/25/15,175,451,15.95072817
"2,685",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.000967035,7.44E-08,36.17404309,37.13316736,4/26/15,6/4/15,542,581,18.97934115
"2,686",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.000645604,3.32E-08,36.17611499,37.13145534,4/26/15,6/4/15,542,581,12.67097473
"2,687",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.000922452,6.77E-08,36.17437026,37.12487003,4/26/15,6/4/15,542,581,18.10433264
"2,688",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.000864446,5.95E-08,36.17388079,37.12500979,4/26/15,6/4/15,542,581,16.96584778
"2,689",Building (General / Default),Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.001060758,8.95E-08,36.17407484,37.12482008,1/25/15,4/26/15,451,542,20.81874857
"2,690",Building (General / Default),Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.000873138,6.07E-08,36.17432822,37.12461287,1/25/15,4/26/15,451,542,17.13648201
"2,691",Building (General / Default),Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.000815315,5.29E-08,36.17457137,37.12471707,1/25/15,4/26/15,451,542,16.00165395
"2,692",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000977068,7.60E-08,36.17087399,37.13027323,4/24/14,6/4/15,175,581,19.17580676
"2,693",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.0009581,7.30E-08,36.17081607,37.13175687,4/24/14,6/4/15,175,581,18.80351735
"2,694",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.000600906,2.87E-08,36.20106292,37.17332705,4/26/15,6/4/15,542,581,11.79559743
"2,695",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.000573477,2.62E-08,36.19980368,37.16773031,4/26/15,6/4/15,542,581,11.25708814
"2,696",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.000561425,2.51E-08,36.19963955,37.16773027,4/26/15,6/4/15,542,581,11.02051606
"2,697",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.000520664,2.16E-08,36.20097097,37.16903566,4/26/15,6/4/15,542,581,10.2204778
"2,698",Building (General / Default),Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.000670826,3.58E-08,36.19794178,37.16908355,1/25/15,4/26/15,451,542,13.16785162
"2,699",Building (General / Default),Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000643781,3.30E-08,36.19713257,37.1679052,4/24/14,1/25/15,175,451,12.63691477
"2,700",Building (General / Default),Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000866441,5.97E-08,36.2080448,37.19240169,4/24/14,1/25/15,175,451,17.00873936
"2,701",Building (General / Default),Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000910805,6.60E-08,36.20816344,37.19036795,4/24/14,1/25/15,175,451,17.87964768
"2,702",Building (General / Default),Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000999838,7.96E-08,36.20468862,37.18866053,4/24/14,1/25/15,175,451,19.62698675
"2,703",Building (General / Default),Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.00070089,3.91E-08,36.20850284,37.19271546,4/24/14,1/25/15,175,451,13.7589175
"2,704",Building (General / Default),Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.000913959,6.65E-08,36.20764793,37.18924168,1/25/15,4/26/15,451,542,17.94149505
"2,705",Building (General / Default),Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.001153521,1.06E-07,36.20774193,37.18666585,1/25/15,4/26/15,451,542,22.64425351
"2,706",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.000705394,3.96E-08,36.23084965,37.13216037,4/26/15,6/4/15,542,581,13.84933177
"2,707",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.000605349,2.92E-08,36.23104036,37.13214177,4/26/15,6/4/15,542,581,11.88511943
"2,708",Building (General / Default),Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000566391,2.55E-08,36.23010189,37.13036358,4/24/14,1/25/15,175,451,11.12017539
"2,709",Building (General / Default),Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000833238,5.52E-08,36.22991471,37.13549317,4/24/14,1/25/15,175,451,16.35927016
"2,710",Building (General / Default),Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000691982,3.81E-08,36.23099449,37.132377,4/24/14,1/25/15,175,451,13.58603165
"2,711",Building (General / Default),Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000428744,1.46E-08,36.22922531,37.12946227,4/24/14,1/25/15,175,451,8.417644241
"2,712",Building (General / Default),Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000564331,2.53E-08,36.22861578,37.13229718,4/24/14,1/25/15,175,451,11.07962632
"2,713",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000865603,5.96E-08,36.23223611,37.13452408,4/24/14,6/4/15,175,581,16.99495034
"2,714",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000865629,5.96E-08,36.22967493,37.12824091,4/24/14,6/4/15,175,581,16.99518468
"2,715",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000811168,5.24E-08,36.22977196,37.12785148,4/24/14,6/4/15,175,581,15.9259438
"2,716",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000719376,4.12E-08,36.22943925,37.12746811,4/24/14,6/4/15,175,581,14.12371726
"2,717",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000597579,2.84E-08,36.22930441,37.12910389,4/24/14,6/4/15,175,581,11.73244427
"2,718",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000672243,3.60E-08,36.23151198,37.13335883,4/24/14,6/4/15,175,581,13.19851569
"2,719",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000903368,6.49E-08,36.22853139,37.12852348,4/24/14,6/4/15,175,581,17.73599749
"2,720",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000765097,4.66E-08,36.23187491,37.13599418,4/24/14,6/4/15,175,581,15.02161492
"2,721",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000584693,2.72E-08,36.23046723,37.13231413,4/24/14,6/4/15,175,581,11.47953186
"2,722",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000413449,1.36E-08,36.22961028,37.13552828,4/24/14,6/4/15,175,581,8.1173727
"2,723",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000597568,2.84E-08,36.23045303,37.13621755,4/24/14,6/4/15,175,581,11.73230848
"2,724",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000597555,2.84E-08,36.23194235,37.13364688,4/24/14,6/4/15,175,581,11.73217269
"2,725",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000540996,2.33E-08,36.23280004,37.13258811,4/24/14,6/4/15,175,581,10.62177374
"2,726",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000513233,2.10E-08,36.2335485,37.13558913,4/24/14,6/4/15,175,581,10.07671636
"2,727",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.000969747,7.48E-08,36.22756124,37.1228621,4/26/15,6/4/15,542,581,19.03912098
"2,728",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.000805901,5.17E-08,36.22742568,37.1221744,4/26/15,6/4/15,542,581,15.82228439
"2,729",Building (General / Default),Destroyed (bld),To Be Evaluated,6/4/2015,Pleadies 1A/B,Aleppo,Ground Fire (MBT/MBRL/GRAD),26APR15-04JUN15,760,0.000685723,3.74E-08,36.22688293,37.12000914,4/26/15,6/4/15,542,581,13.46278608
"2,730",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.000423399,1.43E-08,36.22748458,37.12258953,4/26/15,6/4/15,542,581,8.312601695
"2,731",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.000589012,2.76E-08,36.22774652,37.12246907,4/26/15,6/4/15,542,581,11.56412508
"2,732",Building (General / Default),Destroyed (bld),To Be Evaluated,6/4/2015,Pleadies 1A/B,Aleppo,Ground Fire (MBT/MBRL/GRAD),26APR15-04JUN15,760,0.000460137,1.68E-08,36.22634599,37.12460761,4/26/15,6/4/15,542,581,9.033836069
"2,733",Building (General / Default),Destroyed (bld),To Be Evaluated,6/4/2015,Pleadies 1A/B,Aleppo,Ground Fire (MBT/MBRL/GRAD),26APR15-04JUN15,760,0.00046014,1.68E-08,36.22591274,37.12515791,4/26/15,6/4/15,542,581,9.033853812
"2,734",Building (General / Default),Destroyed (bld),To Be Evaluated,6/4/2015,Pleadies 1A/B,Aleppo,Ground Fire (MBT/MBRL/GRAD),26APR15-04JUN15,760,0.000685727,3.74E-08,36.22619207,37.12235782,4/26/15,6/4/15,542,581,13.46279762
"2,735",Building (General / Default),Destroyed (bld),To Be Evaluated,6/4/2015,Pleadies 1A/B,Aleppo,Ground Fire (MBT/MBRL/GRAD),26APR15-04JUN15,760,0.000685727,3.74E-08,36.22619207,37.12235782,4/26/15,6/4/15,542,581,13.46279762
"2,736",Building (General / Default),Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.000534689,2.28E-08,36.22773797,37.1222707,1/25/15,4/26/15,451,542,10.49758055
"2,737",Building (General / Default),Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.000501129,2.00E-08,36.22687645,37.12350925,1/25/15,4/26/15,451,542,9.838647788
"2,738",Building (General / Default),Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000870638,6.03E-08,36.22764547,37.12406299,4/24/14,1/25/15,175,451,17.09328699
"2,739",Building (General / Default),Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000671747,3.59E-08,36.22812518,37.1235921,4/24/14,1/25/15,175,451,13.18850309
"2,740",Building (General / Default),Destroyed (bld),To Be Evaluated,1/25/2015,Pleadies 1A/B,Aleppo,Ground Fire (MBT/MBRL/GRAD),26APR14-25JAN15,760,0.00046014,1.68E-08,36.22557916,37.12403674,4/26/14,1/25/15,177,451,9.033836069
"2,741",Building (General / Default),Destroyed (bld),To Be Evaluated,6/4/2015,Pleadies 1A/B,Aleppo,Ground Fire (MBT/MBRL/GRAD),26APR15-04JUN15,760,0.00046014,1.68E-08,36.22557916,37.12403674,4/26/15,6/4/15,542,581,9.033836069
"2,742",Industrial Facility,Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.000878592,6.14E-08,36.23142139,37.11657844,4/26/15,6/4/15,542,581,17.2498696
"2,743",Building (General / Default),Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.000630061,3.16E-08,36.22930645,37.12312733,1/25/15,4/26/15,451,542,12.37015742
"2,744",Industrial Facility,Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.001001335,7.98E-08,36.23148408,37.12134629,1/25/15,4/26/15,451,542,19.6598011
"2,745",Building (General / Default),Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.000659872,3.47E-08,36.22942652,37.12223549,1/25/15,4/26/15,451,542,12.95545627
"2,746",Building (General / Default),Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.000730035,4.24E-08,36.22979845,37.1227373,1/25/15,4/26/15,451,542,14.33302533
"2,747",Industrial Facility,Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000969978,7.49E-08,36.23190973,37.12139977,4/24/14,1/25/15,175,451,19.04413573
"2,748",Industrial Facility,Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.001080503,9.29E-08,36.2320186,37.12109577,4/24/14,1/25/15,175,451,21.21420337
"2,749",Industrial Facility,Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000607854,2.94E-08,36.23069925,37.12281186,4/24/14,1/25/15,175,451,11.93428344
"2,750",Industrial Facility,Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000995843,7.89E-08,36.23109719,37.12131451,4/24/14,1/25/15,175,451,19.55191624
"2,751",Industrial Facility,Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000816165,5.30E-08,36.23354018,37.12093915,4/24/14,1/25/15,175,451,16.02442455
"2,752",Industrial Facility,Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000730977,4.25E-08,36.2300261,37.12081536,4/24/14,1/25/15,175,451,14.35153463
"2,753",Building (General / Default),Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.000631143,3.17E-08,36.2296624,37.1230617,1/25/15,4/26/15,451,542,12.39144534
"2,754",Industrial Facility,Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.000711934,4.03E-08,36.23010975,37.12162092,1/25/15,4/26/15,451,542,13.9776757
"2,755",Industrial Facility,Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000738455,4.34E-08,36.23014712,37.12212467,4/24/14,1/25/15,175,451,14.49836573
"2,756",Building (General / Default),Destroyed (bld),Very High,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),26APR15-04JUN15,760,0.000630283,3.16E-08,36.22812232,37.15915625,4/26/15,6/4/15,542,581,12.37442821
"2,757",UN Building,Unknown / Uncertain,#N/A,1/0/1900,#N/A,Aleppo,Unknown / Uncertain,Before 31OCT13,760,0.001322415,1.39E-07,36.23095845,37.16317011,1/1/01,10/31/13,-4686,0,25.96363457
"2,758",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000614397,3.00E-08,36.22698326,37.16076402,4/24/14,6/4/15,175,581,12.06244699
"2,759",Building (General / Default),Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.001104352,9.71E-08,36.23057427,37.18705594,1/25/15,4/26/15,451,542,21.68221047
"2,760",Building (General / Default),Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.001064754,9.02E-08,36.22645732,37.1907914,1/25/15,4/26/15,451,542,20.90419449
"2,761",Building (General / Default),Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.000947107,7.14E-08,36.23117109,37.18691951,1/25/15,4/26/15,451,542,18.5950762
"2,762",Building (General / Default),Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.001070423,9.12E-08,36.23247521,37.18889742,1/25/15,4/26/15,451,542,21.01634579
"2,763",Building (General / Default),Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.001088926,9.44E-08,36.23194585,37.18327302,1/25/15,4/26/15,451,542,21.37958428
"2,764",Building (General / Default),Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000656194,3.43E-08,36.22877711,37.19575133,4/24/14,1/25/15,175,451,12.88320468
"2,765",Building (General / Default),Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000595339,2.82E-08,36.22966591,37.19197437,4/24/14,1/25/15,175,451,11.68849141
"2,766",Building (General / Default),Destroyed (bld),Medium,1/25/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-25JAN15,760,0.000936002,6.97E-08,36.23411263,37.18900806,4/24/14,1/25/15,175,451,18.37734446
"2,767",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000836855,5.57E-08,36.23334199,37.19046145,4/24/14,6/4/15,175,581,16.43064001
"2,768",Building (General / Default),Destroyed (bld),Medium,6/4/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),24APR14-04JUN15,760,0.000673141,3.61E-08,36.23170654,37.18997163,4/24/14,6/4/15,175,581,13.21616925
"2,769",Building (General / Default),Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.00127111,1.29E-07,36.22280523,37.19404851,1/25/15,4/26/15,451,542,24.95498002
"2,770",Building (General / Default),Destroyed (bld),Medium,4/26/2015,Pleadies 1A/B,Aleppo,Air Strike / Missile (SSM),25JAN15-26APR15,760,0.000811608,5.24E-08,36.22565434,37.18606346,1/25/15,4/26/15,451,542,15.93414614
